set_url,part_url,quantity_for_set
odonata_prime_systems_blueprint,odonata_prime_harness_blueprint,1
odonata_prime_systems_blueprint,odonata_prime_wings_blueprint,1
odonata_prime_systems_blueprint,odonata_prime_systems_blueprint,1
velocitus_stock,velocitus_barrel,1
velocitus_stock,velocitus_receiver,1
velocitus_stock,velocitus_stock,1
rathbone_handle,rathbone_handle,1
rathbone_handle,rathbone_head,1
rathbone_head,rathbone_handle,1
rathbone_head,rathbone_head,1
latron_wraith_barrel,latron_wraith_barrel,1
latron_wraith_barrel,latron_wraith_blueprint,1
latron_wraith_barrel,latron_wraith_receiver,1
latron_wraith_barrel,latron_wraith_stock,1
gorgon_wraith_receiver,gorgon_wraith_blueprint,1
gorgon_wraith_receiver,gorgon_wraith_barrel,1
gorgon_wraith_receiver,gorgon_wraith_receiver,1
gorgon_wraith_receiver,gorgon_wraith_stock,1
hikou_prime_pouch,hikou_prime_blueprint,1
hikou_prime_pouch,hikou_prime_pouch,2
hikou_prime_pouch,hikou_prime_stars,2
reaper_prime_blueprint,reaper_prime_blade,1
reaper_prime_blueprint,reaper_prime_blueprint,1
reaper_prime_blueprint,reaper_prime_handle,1
rhino_prime_neuroptics_blueprint,rhino_prime_neuroptics_blueprint,1
rhino_prime_neuroptics_blueprint,rhino_prime_blueprint,1
rhino_prime_neuroptics_blueprint,rhino_prime_chassis_blueprint,1
rhino_prime_neuroptics_blueprint,rhino_prime_systems_blueprint,1
gorgon_wraith_stock,gorgon_wraith_blueprint,1
gorgon_wraith_stock,gorgon_wraith_barrel,1
gorgon_wraith_stock,gorgon_wraith_receiver,1
gorgon_wraith_stock,gorgon_wraith_stock,1
ballistica_prime_string,ballistica_prime_blueprint,1
ballistica_prime_string,ballistica_prime_upper_limb,1
ballistica_prime_string,ballistica_prime_lower_limb,1
ballistica_prime_string,ballistica_prime_string,1
ballistica_prime_string,ballistica_prime_receiver,1
vasto_prime_set,vasto_prime_barrel,1
vasto_prime_set,vasto_prime_blueprint,1
vasto_prime_set,vasto_prime_receiver,1
oberon_prime_neuroptics_blueprint,oberon_prime_blueprint,1
oberon_prime_neuroptics_blueprint,oberon_prime_neuroptics_blueprint,1
oberon_prime_neuroptics_blueprint,oberon_prime_chassis_blueprint,1
oberon_prime_neuroptics_blueprint,oberon_prime_systems_blueprint,1
volt_prime_neuroptics_blueprint,volt_prime_neuroptics_blueprint,1
volt_prime_neuroptics_blueprint,volt_prime_chassis_blueprint,1
volt_prime_neuroptics_blueprint,volt_prime_systems_blueprint,1
volt_prime_neuroptics_blueprint,volt_prime_blueprint,1
ballistica_prime_lower_limb,ballistica_prime_blueprint,1
ballistica_prime_lower_limb,ballistica_prime_upper_limb,1
ballistica_prime_lower_limb,ballistica_prime_lower_limb,1
ballistica_prime_lower_limb,ballistica_prime_string,1
ballistica_prime_lower_limb,ballistica_prime_receiver,1
volt_prime_chassis_blueprint,volt_prime_neuroptics_blueprint,1
volt_prime_chassis_blueprint,volt_prime_chassis_blueprint,1
volt_prime_chassis_blueprint,volt_prime_systems_blueprint,1
volt_prime_chassis_blueprint,volt_prime_blueprint,1
zhuge_prime_blueprint,zhuge_prime_barrel,1
zhuge_prime_blueprint,zhuge_prime_grip,1
zhuge_prime_blueprint,zhuge_prime_string,1
zhuge_prime_blueprint,zhuge_prime_blueprint,1
zhuge_prime_blueprint,zhuge_prime_receiver,1
ninkondi_prime_chain,ninkondi_prime_blueprint,1
ninkondi_prime_chain,ninkondi_prime_handle,2
ninkondi_prime_chain,ninkondi_prime_chain,1
zhuge_prime_receiver,zhuge_prime_barrel,1
zhuge_prime_receiver,zhuge_prime_grip,1
zhuge_prime_receiver,zhuge_prime_string,1
zhuge_prime_receiver,zhuge_prime_blueprint,1
zhuge_prime_receiver,zhuge_prime_receiver,1
zhuge_prime_set,zhuge_prime_barrel,1
zhuge_prime_set,zhuge_prime_grip,1
zhuge_prime_set,zhuge_prime_string,1
zhuge_prime_set,zhuge_prime_blueprint,1
zhuge_prime_set,zhuge_prime_receiver,1
wukong_prime_neuroptics_blueprint,wukong_prime_chassis_blueprint,1
wukong_prime_neuroptics_blueprint,wukong_prime_blueprint,1
wukong_prime_neuroptics_blueprint,wukong_prime_systems_blueprint,1
wukong_prime_neuroptics_blueprint,wukong_prime_neuroptics_blueprint,1
ember_prime_neuroptics_blueprint,ember_prime_neuroptics_blueprint,1
ember_prime_neuroptics_blueprint,ember_prime_systems_blueprint,1
ember_prime_neuroptics_blueprint,ember_prime_chassis_blueprint,1
ember_prime_neuroptics_blueprint,ember_prime_blueprint,1
nyx_prime_blueprint,nyx_prime_neuroptics_blueprint,1
nyx_prime_blueprint,nyx_prime_blueprint,1
nyx_prime_blueprint,nyx_prime_chassis_blueprint,1
nyx_prime_blueprint,nyx_prime_systems_blueprint,1
dera_vandal_stock,dera_vandal_blueprint,1
dera_vandal_stock,dera_vandal_barrel,1
dera_vandal_stock,dera_vandal_receiver,1
dera_vandal_stock,dera_vandal_stock,1
karak_wraith_blueprint,karak_wraith_blueprint,1
karak_wraith_blueprint,karak_wraith_barrel,1
karak_wraith_blueprint,karak_wraith_receiver,1
karak_wraith_blueprint,karak_wraith_stock,1
nyx_prime_systems_blueprint,nyx_prime_neuroptics_blueprint,1
nyx_prime_systems_blueprint,nyx_prime_blueprint,1
nyx_prime_systems_blueprint,nyx_prime_chassis_blueprint,1
nyx_prime_systems_blueprint,nyx_prime_systems_blueprint,1
dual_kamas_prime_set,dual_kamas_prime_blueprint,1
dual_kamas_prime_set,dual_kamas_prime_blade,2
dual_kamas_prime_set,dual_kamas_prime_handle,2
prisma_shade,prisma_shade,1
prisma_shade,prisma_burst_laser,1
furax_wraith_right_gauntlet,furax_wraith_blueprint,1
furax_wraith_right_gauntlet,furax_wraith_left_gauntlet,1
furax_wraith_right_gauntlet,furax_wraith_right_gauntlet,1
nyx_prime_neuroptics_blueprint,nyx_prime_neuroptics_blueprint,1
nyx_prime_neuroptics_blueprint,nyx_prime_blueprint,1
nyx_prime_neuroptics_blueprint,nyx_prime_chassis_blueprint,1
nyx_prime_neuroptics_blueprint,nyx_prime_systems_blueprint,1
rhino_prime_blueprint,rhino_prime_neuroptics_blueprint,1
rhino_prime_blueprint,rhino_prime_blueprint,1
rhino_prime_blueprint,rhino_prime_chassis_blueprint,1
rhino_prime_blueprint,rhino_prime_systems_blueprint,1
tigris_prime_receiver,tigris_prime_stock,1
tigris_prime_receiver,tigris_prime_barrel,1
tigris_prime_receiver,tigris_prime_receiver,1
tigris_prime_receiver,tigris_prime_blueprint,1
war_blade,war_hilt,1
war_blade,war_blade,2
helios_prime_carapace,helios_prime_cerebrum,1
helios_prime_carapace,helios_prime_carapace,1
helios_prime_carapace,helios_prime_systems,1
helios_prime_carapace,helios_prime_blueprint,1
wyrm_prime_systems,wyrm_prime_blueprint,1
wyrm_prime_systems,wyrm_prime_cerebrum,1
wyrm_prime_systems,wyrm_prime_carapace,1
wyrm_prime_systems,wyrm_prime_systems,1
trinity_prime_neuroptics_blueprint,trinity_prime_blueprint,1
trinity_prime_neuroptics_blueprint,trinity_prime_neuroptics_blueprint,1
trinity_prime_neuroptics_blueprint,trinity_prime_chassis_blueprint,1
trinity_prime_neuroptics_blueprint,trinity_prime_systems_blueprint,1
fang_prime_handle,fang_prime_blade,2
fang_prime_handle,fang_prime_blueprint,1
fang_prime_handle,fang_prime_handle,2
nyx_prime_chassis_blueprint,nyx_prime_neuroptics_blueprint,1
nyx_prime_chassis_blueprint,nyx_prime_blueprint,1
nyx_prime_chassis_blueprint,nyx_prime_chassis_blueprint,1
nyx_prime_chassis_blueprint,nyx_prime_systems_blueprint,1
loki_prime_chassis_blueprint,loki_prime_neuroptics_blueprint,1
loki_prime_chassis_blueprint,loki_prime_systems_blueprint,1
loki_prime_chassis_blueprint,loki_prime_chassis_blueprint,1
loki_prime_chassis_blueprint,loki_prime_blueprint,1
mag_prime_chassis_blueprint,mag_prime_neuroptics_blueprint,1
mag_prime_chassis_blueprint,mag_prime_systems_blueprint,1
mag_prime_chassis_blueprint,mag_prime_blueprint,1
mag_prime_chassis_blueprint,mag_prime_chassis_blueprint,1
snipetron_vandal_set,snipetron_vandal_barrel,1
snipetron_vandal_set,snipetron_vandal_stock,1
snipetron_vandal_set,snipetron_vandal_receiver,1
snipetron_vandal_set,snipetron_vandal_blueprint,1
nami_skyla_prime_handle,nami_skyla_prime_blueprint,1
nami_skyla_prime_handle,nami_skyla_prime_blade,2
nami_skyla_prime_handle,nami_skyla_prime_handle,2
pyrana_prime_blueprint,pyrana_prime_blueprint,1
pyrana_prime_blueprint,pyrana_prime_receiver,1
pyrana_prime_blueprint,pyrana_prime_barrel,1
pyrana_prime_receiver,pyrana_prime_blueprint,1
pyrana_prime_receiver,pyrana_prime_receiver,1
pyrana_prime_receiver,pyrana_prime_barrel,1
pyrana_prime_barrel,pyrana_prime_blueprint,1
pyrana_prime_barrel,pyrana_prime_receiver,1
pyrana_prime_barrel,pyrana_prime_barrel,1
destreza_prime_set,destreza_prime_blade,1
destreza_prime_set,destreza_prime_blueprint,1
destreza_prime_set,destreza_prime_handle,1
loki_prime_neuroptics_blueprint,loki_prime_neuroptics_blueprint,1
loki_prime_neuroptics_blueprint,loki_prime_systems_blueprint,1
loki_prime_neuroptics_blueprint,loki_prime_chassis_blueprint,1
loki_prime_neuroptics_blueprint,loki_prime_blueprint,1
ankyros_prime_blade,ankyros_prime_blade,2
ankyros_prime_blade,ankyros_prime_blueprint,1
ankyros_prime_blade,ankyros_prime_gauntlet,2
ankyros_prime_gauntlet,ankyros_prime_blade,2
ankyros_prime_gauntlet,ankyros_prime_blueprint,1
ankyros_prime_gauntlet,ankyros_prime_gauntlet,2
bo_prime_blueprint,bo_prime_blueprint,1
bo_prime_blueprint,bo_prime_handle,1
bo_prime_blueprint,bo_prime_ornament,2
silva_and_aegis_prime_guard,silva_and_aegis_prime_blueprint,1
silva_and_aegis_prime_guard,silva_and_aegis_prime_guard,1
silva_and_aegis_prime_guard,silva_and_aegis_prime_hilt,1
silva_and_aegis_prime_guard,silva_and_aegis_prime_blade,1
tigris_prime_stock,tigris_prime_stock,1
tigris_prime_stock,tigris_prime_barrel,1
tigris_prime_stock,tigris_prime_receiver,1
tigris_prime_stock,tigris_prime_blueprint,1
snipetron_vandal_stock,snipetron_vandal_barrel,1
snipetron_vandal_stock,snipetron_vandal_stock,1
snipetron_vandal_stock,snipetron_vandal_receiver,1
snipetron_vandal_stock,snipetron_vandal_blueprint,1
scimitar_avionics_blueprint,scimitar_fuselage_blueprint,1
scimitar_avionics_blueprint,scimitar_engines_blueprint,1
scimitar_avionics_blueprint,scimitar_avionics_blueprint,1
ash_prime_neuroptics_blueprint,ash_prime_blueprint,1
ash_prime_neuroptics_blueprint,ash_prime_chassis_blueprint,1
ash_prime_neuroptics_blueprint,ash_prime_systems_blueprint,1
ash_prime_neuroptics_blueprint,ash_prime_neuroptics_blueprint,1
vectis_prime_stock,vectis_prime_barrel,1
vectis_prime_stock,vectis_prime_blueprint,1
vectis_prime_stock,vectis_prime_receiver,1
vectis_prime_stock,vectis_prime_stock,1
bo_prime_handle,bo_prime_blueprint,1
bo_prime_handle,bo_prime_handle,1
bo_prime_handle,bo_prime_ornament,2
carrier_prime_blueprint,carrier_prime_blueprint,1
carrier_prime_blueprint,carrier_prime_cerebrum,1
carrier_prime_blueprint,carrier_prime_carapace,1
carrier_prime_blueprint,carrier_prime_systems,1
vectis_prime_barrel,vectis_prime_barrel,1
vectis_prime_barrel,vectis_prime_blueprint,1
vectis_prime_barrel,vectis_prime_receiver,1
vectis_prime_barrel,vectis_prime_stock,1
soma_prime_blueprint,soma_prime_barrel,1
soma_prime_blueprint,soma_prime_blueprint,1
soma_prime_blueprint,soma_prime_receiver,1
soma_prime_blueprint,soma_prime_stock,1
vasto_prime_barrel,vasto_prime_barrel,1
vasto_prime_barrel,vasto_prime_blueprint,1
vasto_prime_barrel,vasto_prime_receiver,1
vasto_prime_blueprint,vasto_prime_barrel,1
vasto_prime_blueprint,vasto_prime_blueprint,1
vasto_prime_blueprint,vasto_prime_receiver,1
saryn_prime_set,saryn_prime_blueprint,1
saryn_prime_set,saryn_prime_neuroptics_blueprint,1
saryn_prime_set,saryn_prime_systems_blueprint,1
saryn_prime_set,saryn_prime_chassis_blueprint,1
wolf_sledge_blueprint,wolf_sledge_handle,1
wolf_sledge_blueprint,wolf_sledge_blueprint,1
wolf_sledge_blueprint,wolf_sledge_head,1
wolf_sledge_blueprint,wolf_sledge_motor,1
wolf_sledge_motor,wolf_sledge_handle,1
wolf_sledge_motor,wolf_sledge_blueprint,1
wolf_sledge_motor,wolf_sledge_head,1
wolf_sledge_motor,wolf_sledge_motor,1
tipedo_prime_handle,tipedo_prime_handle,1
tipedo_prime_handle,tipedo_prime_ornament,2
tipedo_prime_handle,tipedo_prime_blueprint,1
stradavar_prime_set,stradavar_prime_barrel,1
stradavar_prime_set,stradavar_prime_receiver,1
stradavar_prime_set,stradavar_prime_stock,1
stradavar_prime_set,stradavar_prime_blueprint,1
equinox_prime_blueprint,equinox_prime_systems_blueprint,1
equinox_prime_blueprint,equinox_prime_chassis_blueprint,1
equinox_prime_blueprint,equinox_prime_neuroptics_blueprint,1
equinox_prime_blueprint,equinox_prime_blueprint,1
bronco_prime_barrel,bronco_prime_barrel,1
bronco_prime_barrel,bronco_prime_blueprint,1
bronco_prime_barrel,bronco_prime_receiver,1
war_hilt,war_hilt,1
war_hilt,war_blade,2
nova_prime_systems_blueprint,nova_prime_neuroptics_blueprint,1
nova_prime_systems_blueprint,nova_prime_chassis_blueprint,1
nova_prime_systems_blueprint,nova_prime_systems_blueprint,1
nova_prime_systems_blueprint,nova_prime_blueprint,1
frost_prime_blueprint,frost_prime_neuroptics_blueprint,1
frost_prime_blueprint,frost_prime_systems_blueprint,1
frost_prime_blueprint,frost_prime_chassis_blueprint,1
frost_prime_blueprint,frost_prime_blueprint,1
bronco_prime_blueprint,bronco_prime_barrel,1
bronco_prime_blueprint,bronco_prime_blueprint,1
bronco_prime_blueprint,bronco_prime_receiver,1
burston_prime_receiver,burston_prime_barrel,1
burston_prime_receiver,burston_prime_blueprint,1
burston_prime_receiver,burston_prime_receiver,1
burston_prime_receiver,burston_prime_stock,1
fang_prime_blade,fang_prime_blade,2
fang_prime_blade,fang_prime_blueprint,1
fang_prime_blade,fang_prime_handle,2
vauban_prime_neuroptics_blueprint,vauban_prime_blueprint,1
vauban_prime_neuroptics_blueprint,vauban_prime_chassis_blueprint,1
vauban_prime_neuroptics_blueprint,vauban_prime_neuroptics_blueprint,1
vauban_prime_neuroptics_blueprint,vauban_prime_systems_blueprint,1
hikou_prime_stars,hikou_prime_blueprint,1
hikou_prime_stars,hikou_prime_pouch,2
hikou_prime_stars,hikou_prime_stars,2
phaedra_stock,phaedra_barrel,1
phaedra_stock,phaedra_receiver,1
phaedra_stock,phaedra_stock,1
nova_prime_neuroptics_blueprint,nova_prime_neuroptics_blueprint,1
nova_prime_neuroptics_blueprint,nova_prime_chassis_blueprint,1
nova_prime_neuroptics_blueprint,nova_prime_systems_blueprint,1
nova_prime_neuroptics_blueprint,nova_prime_blueprint,1
nova_prime_chassis_blueprint,nova_prime_neuroptics_blueprint,1
nova_prime_chassis_blueprint,nova_prime_chassis_blueprint,1
nova_prime_chassis_blueprint,nova_prime_systems_blueprint,1
nova_prime_chassis_blueprint,nova_prime_blueprint,1
nova_prime_blueprint,nova_prime_neuroptics_blueprint,1
nova_prime_blueprint,nova_prime_chassis_blueprint,1
nova_prime_blueprint,nova_prime_systems_blueprint,1
nova_prime_blueprint,nova_prime_blueprint,1
frost_prime_neuroptics_blueprint,frost_prime_neuroptics_blueprint,1
frost_prime_neuroptics_blueprint,frost_prime_systems_blueprint,1
frost_prime_neuroptics_blueprint,frost_prime_chassis_blueprint,1
frost_prime_neuroptics_blueprint,frost_prime_blueprint,1
trinity_prime_blueprint,trinity_prime_blueprint,1
trinity_prime_blueprint,trinity_prime_neuroptics_blueprint,1
trinity_prime_blueprint,trinity_prime_chassis_blueprint,1
trinity_prime_blueprint,trinity_prime_systems_blueprint,1
sybaris_prime_barrel,sybaris_prime_blueprint,1
sybaris_prime_barrel,sybaris_prime_stock,1
sybaris_prime_barrel,sybaris_prime_receiver,1
sybaris_prime_barrel,sybaris_prime_barrel,1
centaur_aegis,centaur_blade,1
centaur_aegis,centaur_aegis,1
centaur_aegis,centaur_handle,1
banshee_prime_chassis_blueprint,banshee_prime_blueprint,1
banshee_prime_chassis_blueprint,banshee_prime_neuroptics_blueprint,1
banshee_prime_chassis_blueprint,banshee_prime_chassis_blueprint,1
banshee_prime_chassis_blueprint,banshee_prime_systems_blueprint,1
wukong_prime_chassis_blueprint,wukong_prime_chassis_blueprint,1
wukong_prime_chassis_blueprint,wukong_prime_blueprint,1
wukong_prime_chassis_blueprint,wukong_prime_systems_blueprint,1
wukong_prime_chassis_blueprint,wukong_prime_neuroptics_blueprint,1
twin_vipers_wraith_blueprint,twin_vipers_wraith_blueprint,1
twin_vipers_wraith_blueprint,twin_vipers_wraith_barrels,1
twin_vipers_wraith_blueprint,twin_vipers_wraith_link,1
twin_vipers_wraith_blueprint,twin_vipers_wraith_receivers,1
helios_prime_set,helios_prime_cerebrum,1
helios_prime_set,helios_prime_carapace,1
helios_prime_set,helios_prime_systems,1
helios_prime_set,helios_prime_blueprint,1
hydroid_prime_neuroptics_blueprint,hydroid_prime_blueprint,1
hydroid_prime_neuroptics_blueprint,hydroid_prime_neuroptics_blueprint,1
hydroid_prime_neuroptics_blueprint,hydroid_prime_chassis_blueprint,1
hydroid_prime_neuroptics_blueprint,hydroid_prime_systems_blueprint,1
silva_and_aegis_prime_set,silva_and_aegis_prime_blueprint,1
silva_and_aegis_prime_set,silva_and_aegis_prime_guard,1
silva_and_aegis_prime_set,silva_and_aegis_prime_hilt,1
silva_and_aegis_prime_set,silva_and_aegis_prime_blade,1
kavasa_prime_kubrow_collar_set,kavasa_prime_kubrow_collar_blueprint,1
kavasa_prime_kubrow_collar_set,kavasa_prime_buckle,1
kavasa_prime_kubrow_collar_set,kavasa_prime_band,1
latron_prime_set,latron_prime_barrel,1
latron_prime_set,latron_prime_blueprint,1
latron_prime_set,latron_prime_receiver,1
latron_prime_set,latron_prime_stock,1
lex_prime_set,lex_prime_barrel,1
lex_prime_set,lex_prime_blueprint,1
lex_prime_set,lex_prime_receiver,1
odonata_prime_set,odonata_prime_blueprint,1
odonata_prime_set,odonata_prime_harness_blueprint,1
odonata_prime_set,odonata_prime_wings_blueprint,1
odonata_prime_set,odonata_prime_systems_blueprint,1
strun_wraith_barrel,strun_wraith_blueprint,1
strun_wraith_barrel,strun_wraith_barrel,1
strun_wraith_barrel,strun_wraith_receiver,1
strun_wraith_barrel,strun_wraith_stock,1
destreza_prime_handle,destreza_prime_blade,1
destreza_prime_handle,destreza_prime_blueprint,1
destreza_prime_handle,destreza_prime_handle,1
vectis_prime_set,vectis_prime_barrel,1
vectis_prime_set,vectis_prime_blueprint,1
vectis_prime_set,vectis_prime_receiver,1
vectis_prime_set,vectis_prime_stock,1
rhino_prime_set,rhino_prime_neuroptics_blueprint,1
rhino_prime_set,rhino_prime_blueprint,1
rhino_prime_set,rhino_prime_chassis_blueprint,1
rhino_prime_set,rhino_prime_systems_blueprint,1
sicarus_prime_set,sicarus_prime_barrel,1
sicarus_prime_set,sicarus_prime_blueprint,1
sicarus_prime_set,sicarus_prime_receiver,1
boltor_prime_receiver,boltor_prime_barrel,1
boltor_prime_receiver,boltor_prime_blueprint,1
boltor_prime_receiver,boltor_prime_receiver,1
boltor_prime_receiver,boltor_prime_stock,1
boltor_prime_stock,boltor_prime_barrel,1
boltor_prime_stock,boltor_prime_blueprint,1
boltor_prime_stock,boltor_prime_receiver,1
boltor_prime_stock,boltor_prime_stock,1
elytron_systems_blueprint,elytron_systems_blueprint,1
elytron_systems_blueprint,elytron_wings_blueprint,1
elytron_systems_blueprint,elytron_harness_blueprint,1
tigris_prime_barrel,tigris_prime_stock,1
tigris_prime_barrel,tigris_prime_barrel,1
tigris_prime_barrel,tigris_prime_receiver,1
tigris_prime_barrel,tigris_prime_blueprint,1
soma_prime_receiver,soma_prime_barrel,1
soma_prime_receiver,soma_prime_blueprint,1
soma_prime_receiver,soma_prime_receiver,1
soma_prime_receiver,soma_prime_stock,1
soma_prime_stock,soma_prime_barrel,1
soma_prime_stock,soma_prime_blueprint,1
soma_prime_stock,soma_prime_receiver,1
soma_prime_stock,soma_prime_stock,1
scimitar_set,scimitar_fuselage_blueprint,1
scimitar_set,scimitar_engines_blueprint,1
scimitar_set,scimitar_avionics_blueprint,1
braton_prime_set,braton_prime_barrel,1
braton_prime_set,braton_prime_blueprint,1
braton_prime_set,braton_prime_receiver,1
braton_prime_set,braton_prime_stock,1
silva_and_aegis_prime_hilt,silva_and_aegis_prime_blueprint,1
silva_and_aegis_prime_hilt,silva_and_aegis_prime_guard,1
silva_and_aegis_prime_hilt,silva_and_aegis_prime_hilt,1
silva_and_aegis_prime_hilt,silva_and_aegis_prime_blade,1
hydroid_prime_chassis_blueprint,hydroid_prime_blueprint,1
hydroid_prime_chassis_blueprint,hydroid_prime_neuroptics_blueprint,1
hydroid_prime_chassis_blueprint,hydroid_prime_chassis_blueprint,1
hydroid_prime_chassis_blueprint,hydroid_prime_systems_blueprint,1
aklex_prime_blueprint,aklex_prime_blueprint,1
aklex_prime_blueprint,aklex_prime_link,1
aklex_prime_set,aklex_prime_blueprint,1
aklex_prime_set,aklex_prime_link,1
ballistica_prime_blueprint,ballistica_prime_blueprint,1
ballistica_prime_blueprint,ballistica_prime_upper_limb,1
ballistica_prime_blueprint,ballistica_prime_lower_limb,1
ballistica_prime_blueprint,ballistica_prime_string,1
ballistica_prime_blueprint,ballistica_prime_receiver,1
ninkondi_prime_blueprint,ninkondi_prime_blueprint,1
ninkondi_prime_blueprint,ninkondi_prime_handle,2
ninkondi_prime_blueprint,ninkondi_prime_chain,1
zhuge_prime_barrel,zhuge_prime_barrel,1
zhuge_prime_barrel,zhuge_prime_grip,1
zhuge_prime_barrel,zhuge_prime_string,1
zhuge_prime_barrel,zhuge_prime_blueprint,1
zhuge_prime_barrel,zhuge_prime_receiver,1
ninkondi_prime_handle,ninkondi_prime_blueprint,1
ninkondi_prime_handle,ninkondi_prime_handle,2
ninkondi_prime_handle,ninkondi_prime_chain,1
ninkondi_prime_set,ninkondi_prime_blueprint,1
ninkondi_prime_set,ninkondi_prime_handle,2
ninkondi_prime_set,ninkondi_prime_chain,1
